transaction_id,user_id,timestamp,amount,latitude,longitude,device_id,is_fraud
T000048,U013,2026-05-22T13:16:42.414152,30.9,-23.62992,-46.55548,DEV0086,0
T000049,U010,2026-05-22T13:16:42.414152,20.22,-23.40868,-46.52463,DEV0024,0
T000050,U011,2026-05-22T13:16:42.414152,0.99,-23.5375,-46.54694,DEV0000,0
T000051,U010,2026-05-22T13:16:43.414152,1402.95,-23.6491,-46.6371,DEV0071,0
T000052,U011,2026-05-22T13:16:43.414152,7.99,-23.43467,-46.49262,DEV0086,0
T000053,U010,2026-05-22T13:16:43.414152,2.09,-23.56211,-46.49351,DEV0049,0
T000054,U012,2026-05-22T13:16:44.414152,0.99,-23.51635,-46.62515,DEV0056,0
T000055,U001,2026-05-22T13:16:45.414152,21.76,-23.46323,-46.53675,DEV0080,0
T000056,U005,2026-05-22T13:16:46.414152,120.96,-23.52893,-46.54887,DEV0075,0
T000057,U013,2026-05-22T13:16:46.414152,13.84,-23.52375,-46.65015,DEV0070,0
T000058,U011,2026-05-22T13:16:47.414152,13.84,-23.54231,-46.59269,DEV0029,0
T000059,U011,2026-05-22T13:16:48.414152,2.67,-23.52395,-46.59481,DEV0057,0
T000060,U009,2026-05-22T13:16:48.414152,169.05,-23.5708,-46.68258,DEV0040,0
T000061,U011,2026-05-22T13:16:48.414152,96.94,-23.6698,-46.49259,DEV0033,0
T000062,U011,2026-05-22T13:16:48.414152,34.13,-23.49299,-46.6139,DEV0059,0
T000063,U002,2026-05-22T13:16:49.414152,32.51,-23.51058,-46.6265,DEV0006,0
T000064,U005,2026-05-22T13:16:49.414152,243.66,-23.44951,-46.60565,DEV0047,0
T000065,U008,2026-05-22T13:16:51.414152,21.55,-23.53687,-46.44493,DEV0020,0
T000066,U007,2026-05-22T13:16:51.414152,59.9,-23.499,-46.45113,DEV0061,0
T000067,U009,2026-05-22T13:16:51.414152,0.75,-23.52566,-46.33761,DEV0081,0
T000068,U009,2026-05-22T13:16:51.414152,45.71,-23.58287,-46.59454,DEV0054,0
T000069,U019,2026-05-22T13:16:53.414152,35.0,-23.63755,-46.40128,DEV0098,0
T000070,U010,2026-05-22T13:16:53.414152,67.97,-23.55761,-46.59854,DEV0032,0
T000071,U003,2026-05-22T13:16:53.414152,11.45,-23.47721,-46.64532,DEV0018,0
T000072,U011,2026-05-22T13:16:54.414152,3.63,-23.52682,-46.58234,DEV0065,0
T000073,U005,2026-05-22T13:16:55.414152,21.66,-23.50223,-46.49999,DEV0025,0
T000074,U017,2026-05-22T13:16:55.414152,26.72,-23.36504,-46.53535,DEV0011,0
T000075,U010,2026-05-22T13:16:56.414152,13.18,-23.53026,-46.58075,DEV0032,0
T000076,U005,2026-05-22T13:16:56.414152,59.99,-23.50861,-46.46032,DEV0020,0
T000077,U009,2026-05-22T13:16:56.414152,135.51,-23.55721,-46.62555,DEV0095,0
T000078,U005,2026-05-22T13:16:57.414152,9.79,-23.44334,-46.50529,DEV0054,0
T000079,U006,2026-05-22T13:16:57.414152,14.8,-23.49105,-46.61166,DEV0086,0
T000080,U012,2026-05-22T13:16:58.414152,1.98,-23.52508,-46.58182,DEV0062,0
T000081,U011,2026-05-22T13:16:59.414152,6.67,-23.5446,-46.60694,DEV0021,0
T000082,U030,2026-05-22T13:16:59.414152,1.46,-23.29049,-46.48493,DEV0041,0
T000083,U011,2026-05-22T13:17:00.414152,89.17,-23.69791,-46.44927,DEV0051,0
T000084,U012,2026-05-22T13:17:01.414152,7.53,-23.51833,-46.60518,DEV0064,0
T000085,U045,2026-05-22T13:17:02.414152,200.01,-23.99342,-46.29304,DEV0090,0
T000086,U007,2026-05-22T13:17:02.414152,0.76,-23.46519,-46.55147,DEV0023,0
T000087,U008,2026-05-22T13:17:03.414152,20.22,-23.44615,-46.50656,DEV0013,0
T000088,U000,2026-05-22T13:17:03.414152,10.84,-23.5557,-46.68309,DEV0015,0
T000089,U007,2026-05-22T13:17:06.414152,1142.02,-23.9651,-46.7265,DEV0002,0
T000090,U009,2026-05-22T13:17:06.414152,149.9,-23.56674,-46.64273,DEV0047,0
T000091,U010,2026-05-22T13:17:07.414152,89.4,-23.54612,-46.60231,DEV0031,0
T000092,U011,2026-05-22T13:17:07.414152,26.72,-23.52886,-46.57946,DEV0047,0
T000093,U010,2026-05-22T13:17:09.414152,5.99,-23.4509,-46.41405,DEV0017,0
T000094,U012,2026-05-22T13:17:11.414152,34.7,-23.56041,-46.75251,DEV0028,0
T000095,U006,2026-05-22T13:17:11.414152,54.99,-23.50982,-46.42955,DEV0029,0
T000096,U009,2026-05-22T13:17:11.414152,7.55,-23.51343,-46.54444,DEV0034,0
T000097,U006,2026-05-22T13:17:14.414152,19.85,-23.53448,-46.47407,DEV0029,0
T000098,U014,2026-05-22T13:17:14.414152,28.28,-23.46678,-46.37048,DEV0014,0
T000099,U012,2026-05-22T13:17:15.414152,15.99,-23.53155,-46.5842,DEV0063,0
T000100,U011,2026-05-22T13:17:15.414152,2.69,-23.54678,-46.57762,DEV0051,0
T000101,U007,2026-05-22T13:17:15.414152,22.36,-23.50214,-46.44319,DEV0000,0
T000102,U002,2026-05-22T13:17:16.414152,0.78,-23.33623,-46.78751,DEV0056,0
T000103,U006,2026-05-22T13:17:16.414152,168.56,-23.51983,-46.486,DEV0019,0
T000104,U017,2026-05-22T13:17:16.414152,0.76,-23.3152,-46.6343,DEV0036,0
T000105,U022,2026-05-22T13:17:16.414152,9.47,-23.44758,-46.70307,DEV0026,0
T000106,U004,2026-05-22T13:17:17.414152,21.8,-23.55653,-46.41122,DEV0002,0
T000107,U013,2026-05-22T13:17:18.414152,14.48,-23.6085,-46.59104,DEV0089,0
T000108,U011,2026-05-22T13:17:20.414152,1.0,-23.42568,-46.79143,DEV0047,0
T000109,U012,2026-05-22T13:17:20.414152,1.0,-23.52117,-46.62465,DEV0017,0
T000110,U009,2026-05-22T13:17:20.414152,70.6,-23.58631,-46.49563,DEV0090,0
T000111,U011,2026-05-22T13:17:20.414152,19.77,-23.54192,-46.62123,DEV0012,0
T000112,U010,2026-05-22T13:17:21.414152,1.18,-23.53775,-46.61485,DEV0010,0
T000113,U010,2026-05-22T13:17:21.414152,1.18,-23.53775,-46.61485,DEV0010,0
T000114,U010,2026-05-22T13:17:21.414152,1.18,-23.53775,-46.61485,DEV0010,0
T000115,U010,2026-05-22T13:17:21.414152,1.18,-23.53775,-46.61485,DEV0010,0
T000116,U014,2026-05-22T13:17:22.414152,81.13,-23.52374,-46.27702,DEV0048,0
T000117,U010,2026-05-22T13:17:23.414152,50.0,-23.49827,-46.45453,DEV0020,0
T000118,U009,2026-05-22T13:17:23.414152,86.43,-23.52766,-46.46177,DEV0042,0
T000119,U011,2026-05-22T13:17:24.414152,11.83,-23.40197,-46.61766,DEV0092,0
T000120,U011,2026-05-22T13:17:24.414152,49.95,-23.57238,-46.5232,DEV0040,0
T000121,U004,2026-05-22T13:17:24.414152,9.12,-23.47593,-46.45712,DEV0016,0
T000122,U006,2026-05-22T13:17:25.414152,104.94,-23.54901,-46.52805,DEV0064,0
T000123,U002,2026-05-22T13:17:25.414152,4.68,-23.39893,-46.48186,DEV0051,0
T000124,U017,2026-05-22T13:17:25.414152,62.92,-23.52831,-46.57531,DEV0041,0
T000125,U005,2026-05-22T13:17:25.414152,18.31,-23.52698,-46.39781,DEV0021,0
T000126,U023,2026-05-22T13:17:26.414152,80.0,-23.49079,-46.62963,DEV0040,0
T000127,U006,2026-05-22T13:17:27.414152,32.51,-23.50951,-46.50438,DEV0032,0
T000128,U030,2026-05-22T13:17:27.414152,39.95,-23.45755,-46.67567,DEV0039,0
T000129,U011,2026-05-22T13:17:28.414152,68.74,-23.52896,-46.59589,DEV0015,0
T000130,U035,2026-05-22T13:17:29.414152,79.0,-23.41566,-46.73315,DEV0040,0
T000131,U008,2026-05-22T13:17:29.414152,5.9,-23.45913,-46.51869,DEV0065,0
T000132,U018,2026-05-22T13:17:30.414152,7.69,-23.45941,-46.46081,DEV0074,0
T000133,U008,2026-05-22T13:17:30.414152,79.91,-23.47262,-46.37138,DEV0061,0
T000134,U018,2026-05-22T13:17:30.414152,552.18,-23.45494,-46.62805,DEV0027,0
T000135,U011,2026-05-22T13:17:31.414152,67.3,-23.61746,-46.55292,DEV0065,0
T000136,U007,2026-05-22T13:17:31.414152,21.97,-23.63457,-46.37225,DEV0019,0
T000137,U004,2026-05-22T13:17:31.414152,4.99,-23.45016,-46.54268,DEV0042,0
T000138,U013,2026-05-22T13:17:32.414152,11.99,-23.624,-46.48306,DEV0054,0
T000139,U042,2026-05-22T13:17:32.414152,124.67,-23.38555,-46.79242,DEV0037,0
T000140,U051,2026-05-22T13:17:34.414152,919.6,-23.3608,-46.9791,DEV0027,0
T000141,U012,2026-05-22T13:17:35.414152,30.9,-23.63297,-46.49866,DEV0052,0
T000142,U002,2026-05-22T13:17:36.414152,459.39,-23.71203,-46.5278,DEV0066,0
T000143,U005,2026-05-22T13:17:36.414152,37.13,-23.45719,-46.66011,DEV0012,0
T000144,U012,2026-05-22T13:17:38.414152,1.98,-23.52935,-46.619,DEV0037,0
T000145,U018,2026-05-22T13:17:38.414152,15.89,-23.42697,-46.66408,DEV0082,0
T000146,U052,2026-05-22T13:17:39.414152,8.95,-23.06577,-46.76234,DEV0042,0
T000147,U006,2026-05-22T13:17:39.414152,268.78,-23.64624,-46.55715,DEV0059,0
T000148,U002,2026-05-22T13:17:39.414152,2.99,-23.49957,-46.4381,DEV0077,0
T000149,U008,2026-05-22T13:17:40.414152,322.44,-23.53776,-46.50657,DEV0067,0
T000150,U016,2026-05-22T13:17:40.414152,937.69,-23.59848,-46.47194,DEV0099,0
T000151,U010,2026-05-22T13:17:42.414152,69.0,-23.6152,-46.56038,DEV0056,0
T000152,U003,2026-05-22T13:17:42.414152,2.28,-23.43864,-46.50396,DEV0006,0
T000153,U013,2026-05-22T13:17:42.414152,7.21,-23.56106,-46.65795,DEV0018,0
T000154,U011,2026-05-22T13:17:42.414152,1.29,-23.52461,-46.56972,DEV0064,0
T000155,U012,2026-05-22T13:17:44.414152,17.8,-23.5447,-46.76454,DEV0004,0
T000156,U006,2026-05-22T13:17:45.414152,14.98,-23.45008,-46.47168,DEV0009,0
T000157,U010,2026-05-22T13:17:45.414152,159.0,-23.67775,-46.56593,DEV0074,0
T000158,U008,2026-05-22T13:17:46.414152,142.71,-23.56558,-46.40412,DEV0026,0
T000159,U010,2026-05-22T13:17:46.414152,84.39,-23.57615,-46.5906,DEV0091,0
T000160,U003,2026-05-22T13:17:47.414152,182.95,-23.52304,-46.64625,DEV0068,0
T000161,U014,2026-05-22T13:17:50.414152,23.27,-23.49415,-46.29823,DEV0043,0
T000162,U009,2026-05-22T13:17:50.414152,9.99,-23.44308,-46.45736,DEV0060,0
T000163,U012,2026-05-22T13:17:50.414152,4.19,-23.50661,-46.60169,DEV0010,0
T000164,U060,2026-05-22T13:17:50.414152,3828.04,-24.76192,-47.2028,DEV0029,0
T000165,U010,2026-05-22T13:17:52.414152,35.97,-23.58002,-46.50247,DEV0025,0
T000166,U011,2026-05-22T13:17:52.414152,1.0,-23.50967,-46.57809,DEV0025,0
T000167,U003,2026-05-22T13:17:53.414152,24.57,-23.45137,-46.49185,DEV0085,0
T000168,U011,2026-05-22T13:17:54.414152,1.0,-23.48437,-46.68105,DEV0010,0
T000169,U008,2026-05-22T13:17:55.414152,148.43,-23.4957,-46.43456,DEV0034,0
T000170,U012,2026-05-22T13:17:55.414152,25.8,-23.56299,-46.62141,DEV0002,0
T000171,U012,2026-05-22T13:17:57.414152,110.4,-23.64086,-46.48559,DEV0058,0
T000172,U005,2026-05-22T13:17:57.414152,13.95,-23.53937,-46.56339,DEV0053,0
T000173,U008,2026-05-22T13:17:58.414152,9.99,-23.44824,-46.43364,DEV0018,0
T000174,U048,2026-05-22T13:17:59.414152,937.69,-23.88501,-46.5767,DEV0096,0
T000175,U011,2026-05-22T13:17:59.414152,54.99,-23.5401,-46.53985,DEV0015,0
T000176,U011,2026-05-22T13:18:00.414152,31.17,-23.49615,-46.58284,DEV0051,0
T000177,U011,2026-05-22T13:18:01.414152,23.88,-23.55776,-46.56977,DEV0076,0
T000178,U002,2026-05-22T13:18:01.414152,4.49,-23.44359,-46.54025,DEV0012,0
T000179,U001,2026-05-22T13:18:02.414152,137.0,-23.64257,-46.45142,DEV0045,0
T000180,U008,2026-05-22T13:18:04.414152,37.89,-23.57255,-46.39617,DEV0007,0
T000181,U010,2026-05-22T13:18:04.414152,82.29,-23.6045,-46.38144,DEV0027,0
T000182,U012,2026-05-22T13:18:05.414152,2.69,-23.51547,-46.60305,DEV0069,0
T000183,U014,2026-05-22T13:18:05.414152,20.0,-23.61531,-46.66647,DEV0020,0
T000184,U008,2026-05-22T13:18:08.414152,29.99,-23.482,-46.43193,DEV0012,0
T000185,U005,2026-05-22T13:18:10.414152,40.0,-23.48387,-46.5252,DEV0044,0
T000186,U009,2026-05-22T13:18:10.414152,160.86,-23.60068,-46.76666,DEV0038,0
T000187,U006,2026-05-22T13:18:11.414152,8.93,-23.45296,-46.4644,DEV0017,0
T000188,U011,2026-05-22T13:18:11.414152,6.24,-23.49632,-46.54936,DEV0057,0
T000189,U017,2026-05-22T13:18:11.414152,230.0,-23.68718,-46.41157,DEV0040,0
T000190,U028,2026-05-22T13:18:12.414152,43.71,-23.43219,-46.33582,DEV0080,0
T000191,U008,2026-05-22T13:18:12.414152,165.55,-23.60322,-46.55092,DEV0023,0
T000192,U007,2026-05-22T13:18:12.414152,113.0,-23.54315,-46.45935,DEV0075,0
T000193,U013,2026-05-22T13:18:14.414152,1.54,-23.57264,-46.757,DEV0024,0
T000194,U005,2026-05-22T13:18:15.414152,10.0,-23.45973,-46.47351,DEV0029,0
T000195,U012,2026-05-22T13:18:15.414152,8.8,-23.56876,-46.61779,DEV0092,0
T000196,U004,2026-05-22T13:18:17.414152,5.97,-23.48465,-46.4383,DEV0024,0
T000197,U013,2026-05-22T13:18:17.414152,15.93,-23.61999,-46.53622,DEV0042,0
T000198,U010,2026-05-22T13:18:18.414152,10.0,-23.42431,-46.51258,DEV0030,0
T000199,U003,2026-05-22T13:18:19.414152,3.87,-23.44506,-46.51266,DEV0028,0
T000200,U015,2026-05-22T13:18:19.414152,10.0,-23.38175,-46.55983,DEV0029,0
T000201,U007,2026-05-22T13:18:20.414152,35.97,-23.55167,-46.68632,DEV0023,0
T000202,U011,2026-05-22T13:18:22.414152,22.37,-23.5624,-46.51938,DEV0084,0
T000203,U012,2026-05-22T13:18:22.414152,4.57,-23.52637,-46.60743,DEV0065,0
T000204,U005,2026-05-22T13:18:22.414152,23.57,-23.45973,-46.53912,DEV0099,0
T000205,U005,2026-05-22T13:18:23.414152,13.99,-23.43099,-46.56383,DEV0062,0
T000206,U007,2026-05-22T13:18:24.414152,226.07,-23.66366,-46.54543,DEV0029,0
T000207,U009,2026-05-22T13:18:25.414152,148.81,-23.54504,-46.54408,DEV0023,0
T000208,U009,2026-05-22T13:18:26.414152,58.0,-23.61627,-46.46311,DEV0080,0
T000209,U011,2026-05-22T13:18:27.414152,1.29,-23.53371,-46.58231,DEV0045,0
T000210,U046,2026-05-22T13:18:27.414152,65.0,-24.14367,-46.65603,DEV0073,0
T000211,U032,2026-05-22T13:18:27.414152,11.0,-23.74378,-46.34098,DEV0014,0
T000212,U006,2026-05-22T13:18:27.414152,257.3,-23.66392,-46.55502,DEV0059,0
T000213,U010,2026-05-22T13:18:27.414152,169.0,-23.67945,-46.56663,DEV0074,0
T000214,U011,2026-05-22T13:18:28.414152,9.9,-23.51707,-46.59378,DEV0019,0
T000215,U012,2026-05-22T13:18:29.414152,9.99,-23.54972,-46.53822,DEV0013,0
T000216,U012,2026-05-22T13:18:29.414152,4.9,-23.54192,-46.75125,DEV0006,0
T000217,U021,2026-05-22T13:18:30.414152,39.95,-23.33972,-46.61198,DEV0028,0
T000218,U010,2026-05-22T13:18:31.414152,15.36,-23.48244,-46.49304,DEV0052,0
T000219,U011,2026-05-22T13:18:32.414152,9.9,-23.52824,-46.58511,DEV0013,0
T000220,U024,2026-05-22T13:18:32.414152,6.0,-23.35571,-46.57794,DEV0098,0
T000221,U024,2026-05-22T13:18:32.414152,6.0,-23.35571,-46.57794,DEV0098,0
T000222,U024,2026-05-22T13:18:32.414152,6.74,-23.35557,-46.578,DEV0098,0
T000223,U024,2026-05-22T13:18:32.414152,6.74,-23.35557,-46.578,DEV0098,0
T000224,U009,2026-05-22T13:18:34.414152,170.43,-23.6158,-46.60348,DEV0020,0
T000225,U026,2026-05-22T13:18:34.414152,0.89,-23.11148,-46.86935,DEV0036,0
T000226,U003,2026-05-22T13:18:37.414152,0.89,-23.4453,-46.49422,DEV0009,0
T000227,U000,2026-05-22T13:18:39.414152,614.87,-23.80627,-46.74671,DEV0043,0
T000228,U006,2026-05-22T13:18:40.414152,22.99,-23.47644,-46.45326,DEV0014,0
T000229,U009,2026-05-22T13:18:40.414152,71.26,-23.57384,-46.37521,DEV0099,0
T000230,U011,2026-05-22T13:18:41.414152,127.69,-23.61134,-46.62639,DEV0049,0
T000231,U013,2026-05-22T13:18:41.414152,1.98,-23.50919,-46.6352,DEV0048,0
T000232,U005,2026-05-22T13:18:42.414152,6.45,-23.46269,-46.48098,DEV0024,0
T000233,U011,2026-05-22T13:18:42.414152,1.29,-23.51938,-46.60194,DEV0051,0
T000234,U007,2026-05-22T13:18:43.414152,184.31,-23.59989,-46.50635,DEV0001,0
T000235,U034,2026-05-22T13:18:43.414152,500.0,-23.83994,-46.4695,DEV0027,0
T000236,U013,2026-05-22T13:18:43.414152,10.0,-23.66437,-46.50567,DEV0020,0
T000237,U006,2026-05-22T13:18:45.414152,1.79,-23.45825,-46.6469,DEV0025,0
T000238,U001,2026-05-22T13:18:45.414152,10.0,-23.61166,-46.42516,DEV0004,0
T000239,U011,2026-05-22T13:18:47.414152,20.0,-23.503,-46.63212,DEV0026,0
T000240,U015,2026-05-22T13:18:47.414152,700.0,-23.65583,-46.55702,DEV0033,0
T000241,U010,2026-05-22T13:18:49.414152,22.0,-23.60394,-46.44678,DEV0014,0
T000242,U012,2026-05-22T13:18:51.414152,2.28,-23.52586,-46.60238,DEV0058,0
T000243,U004,2026-05-22T13:18:51.414152,65.26,-23.44842,-46.43133,DEV0000,0
T000244,U000,2026-05-22T13:18:51.414152,0.99,-23.4954,-46.58811,DEV0011,0
T000245,U013,2026-05-22T13:18:54.414152,1.0,-23.4847,-46.71263,DEV0042,0
T000246,U008,2026-05-22T13:18:54.414152,44.2,-23.42564,-46.53092,DEV0061,0
T000247,U013,2026-05-22T13:18:54.414152,5.42,-23.35491,-46.52147,DEV0031,0
T000248,U012,2026-05-22T13:18:55.414152,42.9,-23.62838,-46.51705,DEV0018,0
T000249,U040,2026-05-22T13:18:56.414152,355.51,-24.05862,-46.64499,DEV0031,0
T000250,U003,2026-05-22T13:18:58.414152,0.89,-23.44981,-46.52247,DEV0042,0
T000251,U009,2026-05-22T13:18:58.414152,71.69,-23.5257,-46.25601,DEV0031,0
T000252,U014,2026-05-22T13:18:59.414152,2.29,-23.37114,-46.57872,DEV0039,0
T000253,U012,2026-05-22T13:18:59.414152,1.29,-23.53367,-46.66083,DEV0022,0
T000254,U004,2026-05-22T13:19:06.414152,27.99,-23.46142,-46.46125,DEV0023,0
T000255,U007,2026-05-22T13:19:07.414152,23.63,-23.4487,-46.48271,DEV0092,0
T000256,U012,2026-05-22T13:19:07.414152,48.0,-23.62678,-46.62218,DEV0053,0
T000257,U007,2026-05-22T13:19:08.414152,318.5,-23.53505,-46.50698,DEV0096,0
T000258,U011,2026-05-22T13:19:08.414152,6.47,-23.56088,-46.54283,DEV0048,0
T000259,U007,2026-05-22T13:19:10.414152,224.97,-23.6033,-46.62826,DEV0037,0
T000260,U005,2026-05-22T13:19:10.414152,75.83,-23.42409,-46.49227,DEV0069,0
T000261,U011,2026-05-22T13:19:11.414152,1.98,-23.51393,-46.59048,DEV0061,0
T000262,U001,2026-05-22T13:19:11.414152,1.98,-23.47614,-46.47989,DEV0006,0
T000263,U002,2026-05-22T13:19:12.414152,4.65,-23.44157,-46.5629,DEV0026,0
T000264,U000,2026-05-22T13:19:14.414152,23.32,-23.46287,-46.5239,DEV0055,0
T000265,U011,2026-05-22T13:19:15.414152,8.09,-23.5185,-46.57433,DEV0004,0
T000266,U015,2026-05-22T13:19:17.414152,82.29,-23.57203,-46.43417,DEV0063,0
T000267,U009,2026-05-22T13:19:17.414152,99.95,-23.53427,-46.57916,DEV0093,0
T000268,U000,2026-05-22T13:19:17.414152,20.0,-23.4478,-46.54981,DEV0020,0
T000269,U008,2026-05-22T13:19:17.414152,127.75,-23.60767,-46.52849,DEV0016,0
T000270,U005,2026-05-22T13:19:17.414152,20.7,-23.48281,-46.41811,DEV0001,0
T000271,U003,2026-05-22T13:19:19.414152,1.79,-23.43212,-46.58022,DEV0054,0
T000272,U009,2026-05-22T13:19:20.414152,37.2,-23.46634,-46.4255,DEV0037,0
T000273,U011,2026-05-22T13:19:21.414152,1.0,-23.44886,-46.55972,DEV0016,0
T000274,U007,2026-05-22T13:19:21.414152,32.77,-23.56957,-46.39281,DEV0079,0
T000275,U009,2026-05-22T13:19:21.414152,5.99,-23.46791,-46.6165,DEV0007,0
T000276,U002,2026-05-22T13:19:23.414152,0.89,-23.46388,-46.66336,DEV0011,0
T000277,U011,2026-05-22T13:19:23.414152,63.9,-23.59253,-46.63184,DEV0027,0
T000278,U009,2026-05-22T13:19:26.414152,6.45,-23.49361,-46.50888,DEV0059,0
T000279,U010,2026-05-22T13:19:26.414152,61.18,-23.60213,-46.50412,DEV0036,0
T000280,U011,2026-05-22T13:19:26.414152,9.99,-23.5646,-46.57695,DEV0076,0
T000281,U003,2026-05-22T13:19:27.414152,196.7,-23.60264,-46.49918,DEV0025,0
T000282,U012,2026-05-22T13:19:27.414152,79.0,-23.65322,-46.40716,DEV0050,0
T000283,U008,2026-05-22T13:19:31.414152,137.3,-23.57524,-46.55789,DEV0018,0
T000284,U009,2026-05-22T13:19:31.414152,39.94,-23.54003,-46.50234,DEV0086,0
T000285,U001,2026-05-22T13:19:31.414152,1.98,-23.46274,-46.70677,DEV0091,0
T000286,U011,2026-05-22T13:19:32.414152,12.99,-23.54455,-46.60223,DEV0082,0
T000287,U014,2026-05-22T13:19:33.414152,153.91,-23.44454,-46.58361,DEV0000,0
T000288,U014,2026-05-22T13:19:33.414152,101.0,-23.60328,-46.38728,DEV0080,0
T000289,U003,2026-05-22T13:19:33.414152,10.27,-23.49052,-46.61163,DEV0051,0
T000290,U058,2026-05-22T13:19:36.414152,8.97,-23.02376,-46.80949,DEV0044,0
T000291,U007,2026-05-22T13:19:36.414152,1.19,-23.49417,-46.51258,DEV0091,0
T000292,U012,2026-05-22T13:19:36.414152,45.0,-23.54131,-46.66014,DEV0074,0
T000293,U005,2026-05-22T13:19:36.414152,95.56,-23.513,-46.54092,DEV0095,0
T000294,U004,2026-05-22T13:19:36.414152,13.99,-23.48062,-46.4744,DEV0029,0
T000295,U012,2026-05-22T13:19:37.414152,12.99,-23.51669,-46.63758,DEV0050,0
